meet_id,meet_name,meet_date,meet_country
5740,Klubbmesterskap,2/9/2011,Norway
5741,Klubbmesterskap,6/18/2011,Norway
5742,Klubbmesterskap,9/19/2011,Norway
5743,Klubbmesterskap,10/11/2011,Norway
5744,Klubbmesterskap,12/10/2011,Norway
5745,Klubbmesterskap,3/14/2012,Norway
5746,Klubbmesterskap,9/14/2012,Norway
5747,Klubbmesterskap,10/16/2012,Norway
5748,Klubbmesterskap,10/27/2012,Norway
5749,Klubbmesterskap,12/8/2012,Norway
5750,Klubbmesterskap,4/13/2013,Norway
5751,Klubbmesterskap,10/3/2013,Norway
5752,Klubbmesterskap,10/26/2013,Norway
5753,Klubbmesterskap,12/4/2013,Norway
5754,Klubbmesterskap,12/7/2013,Norway
5755,Klubbmesterskap,10/25/2014,Norway
5756,Klubbmesterskap,12/13/2014,Norway
5757,Klubbmesterskap,10/23/2015,Norway
5758,Klubbmesterskap,10/24/2015,Norway
5759,Klubbmesterskap,12/6/2015,Norway
5760,klubbmesterskap,12/12/2015,Norway
5761,Klubbmesterskap,3/2/2016,Norway
5762,Klubbmesterskap,6/25/2016,Norway
5763,Klubbmesterskap,8/20/2016,Norway
5764,Klubbmesterskap,9/3/2016,Norway
5765,Klubbmesterskap,10/7/2016,Norway
5766,Klubbmesterskap,5/6/2017,Norway
5767,Klubbmesterskap,6/16/2017,Norway
5768,Klubbmesterskap,4/16/2018,Norway
5769,Klubbmesterskap,6/16/2018,Norway
5770,Klubbmesterskap,9/8/2018,Norway
5771,Klubbmesterskap benkpress,1/30/1991,Norway
5772,Klubbmesterskap benkpress,12/10/2008,Norway
5773,Klubbmesterskap i styrkeløft,10/10/2018,Norway
5774,Klubbmesterskap Styrkeløft,3/11/2015,Norway
5775,Klubbmesterskap styrkeløft,10/7/2017,Norway
5776,Klubbstevne,12/12/1974,Norway
5777,Klubbstevne,12/21/1974,Norway
5778,Klubbstevne,1/18/1975,Norway
5779,Klubbstevne,2/21/1975,Norway
5780,Klubbstevne,3/14/1975,Norway
5781,Klubbstevne,9/15/1982,Norway
5782,Klubbstevne,12/17/1983,Norway
5783,Klubbstevne,12/19/1987,Norway
5784,Klubbstevne,12/27/1987,Norway
5785,Klubbstevne,2/4/1989,Norway
5786,Klubbstevne,11/4/1989,Norway
5787,Klubbstevne,11/24/1990,Norway
5788,Klubbstevne,2/24/1991,Norway
5789,Klubbstevne,3/21/1991,Norway
5790,Klubbstevne,4/28/1991,Norway
5791,Klubbstevne,5/11/1991,Norway
5792,Klubbstevne,10/26/1991,Norway
5793,Klubbstevne,12/13/1991,Norway
5794,Klubbstevne,12/28/1991,Norway
5795,Klubbstevne,9/13/1997,Norway
5796,Klubbstevne,10/25/1997,Norway
5797,Klubbstevne,11/22/1997,Norway
5798,Klubbstevne,2/20/1998,Norway
5799,Klubbstevne,2/28/1998,Norway
5800,Klubbstevne,4/25/1998,Norway
5801,Klubbstevne,6/6/1998,Norway
5802,Klubbstevne,6/13/1998,Norway
5803,Klubbstevne,7/25/1998,Norway
5804,Klubbstevne,10/24/1998,Norway
5805,Klubbstevne,1/30/1999,Norway
5806,Klubbstevne,2/26/2000,Norway
5807,Klubbstevne,3/26/2000,Norway
5808,Klubbstevne,6/7/2000,Norway
5809,Klubbstevne,7/15/2000,Norway
5810,Klubbstevne,10/27/2000,Norway
5811,Klubbstevne,12/2/2000,Norway
5812,Klubbstevne,12/10/2000,Norway
5813,Klubbstevne,12/16/2000,Norway
5814,Klubbstevne,1/27/2001,Norway
5815,Klubbstevne,2/3/2001,Norway
5816,Klubbstevne,2/16/2001,Norway
5817,Klubbstevne,3/3/2001,Norway
5818,Klubbstevne,6/20/2001,Norway
5819,Klubbstevne,7/29/2001,Norway
5820,Klubbstevne,10/6/2001,Norway
5821,Klubbstevne,10/28/2001,Norway
5822,Klubbstevne,11/1/2001,Norway
5823,Klubbstevne,12/8/2001,Norway
5824,Klubbstevne,1/19/2002,Norway
5825,Klubbstevne,2/9/2002,Norway
5826,Klubbstevne,2/22/2002,Norway
5827,Klubbstevne,2/25/2002,Norway
5828,Klubbstevne,3/21/2002,Norway
5829,Klubbstevne,3/23/2002,Norway
5830,Klubbstevne,4/6/2002,Norway
5831,Klubbstevne,4/15/2002,Norway
5832,Klubbstevne,4/19/2002,Norway
5833,Klubbstevne,4/29/2002,Norway
5834,Klubbstevne,7/27/2002,Norway
5835,Klubbstevne,7/29/2002,Norway
5836,Klubbstevne,10/8/2002,Norway
5837,Klubbstevne,10/16/2002,Norway
5838,Klubbstevne,10/25/2002,Norway
5839,Klubbstevne,10/28/2002,Norway
5840,Klubbstevne,11/9/2002,Norway
5841,Klubbstevne,11/23/2002,Norway
5842,Klubbstevne,11/24/2002,Norway
5843,Klubbstevne,12/7/2002,Norway
5844,Klubbstevne,12/14/2002,Norway
5845,Klubbstevne,12/21/2002,Norway
5846,Klubbstevne,12/29/2002,Norway
5847,Klubbstevne,1/31/2003,Norway
5848,Klubbstevne,2/8/2003,Norway
5849,Klubbstevne,2/15/2003,Norway
5850,Klubbstevne,2/21/2003,Norway
5851,Klubbstevne,2/22/2003,Norway
5852,Klubbstevne,2/27/2003,Norway
5853,Klubbstevne,3/29/2003,Norway
5854,Klubbstevne,4/26/2003,Norway
5855,Klubbstevne,4/30/2003,Norway
5856,Klubbstevne,8/2/2003,Norway
5857,Klubbstevne,9/27/2003,Norway
5858,Klubbstevne,9/29/2003,Norway
5859,Klubbstevne,10/19/2003,Norway
5860,Klubbstevne,10/29/2003,Norway
5861,Klubbstevne,10/30/2003,Norway
5862,Klubbstevne,11/5/2003,Norway
5863,Klubbstevne,12/13/2003,Norway
5864,Klubbstevne,12/21/2003,Norway
5865,Klubbstevne,1/12/2004,Norway
5866,Klubbstevne,1/17/2004,Norway
5867,Klubbstevne,1/20/2004,Norway
5868,Klubbstevne,1/24/2004,Norway
5869,Klubbstevne,2/15/2004,Norway
5870,Klubbstevne,3/27/2004,Norway
5871,Klubbstevne,3/31/2004,Norway
5872,Klubbstevne,4/27/2004,Norway
5873,Klubbstevne,6/5/2004,Norway
5874,Klubbstevne,6/13/2004,Norway
5875,Klubbstevne,6/19/2004,Norway
5876,Klubbstevne,6/30/2004,Norway
5877,Klubbstevne,7/31/2004,Norway
5878,Klubbstevne,8/9/2004,Norway
5879,Klubbstevne,8/21/2004,Norway
5880,Klubbstevne,9/11/2004,Norway
5881,Klubbstevne,9/13/2004,Norway
5882,Klubbstevne,10/25/2004,Norway
5883,Klubbstevne,10/30/2004,Norway
5884,Klubbstevne,11/13/2004,Norway
5885,Klubbstevne,12/22/2004,Norway
5886,Klubbstevne,1/27/2005,Norway
5887,Klubbstevne,2/21/2005,Norway
5888,Klubbstevne,2/26/2005,Norway
5889,Klubbstevne,3/5/2005,Norway
5890,Klubbstevne,4/8/2005,Norway
5891,Klubbstevne,4/18/2005,Norway
5892,Klubbstevne,4/23/2005,Norway
5893,Klubbstevne,4/30/2005,Norway
5894,Klubbstevne,5/28/2005,Norway
5895,Klubbstevne,6/6/2005,Norway
5896,Klubbstevne,6/20/2005,Norway
5897,Klubbstevne,7/28/2005,Norway
5898,Klubbstevne,8/20/2005,Norway
5899,Klubbstevne,9/3/2005,Norway
5900,Klubbstevne,9/15/2005,Norway
5901,Klubbstevne,9/17/2005,Norway
5902,Klubbstevne,10/7/2005,Norway
5903,Klubbstevne,10/12/2005,Norway
5904,Klubbstevne,10/26/2005,Norway
5905,Klubbstevne,11/19/2005,Norway
5906,Klubbstevne,11/25/2005,Norway
5907,Klubbstevne,12/10/2005,Norway
5908,Klubbstevne,12/17/2005,Norway
5909,Klubbstevne,1/14/2006,Norway
5910,Klubbstevne,1/20/2006,Norway
5911,Klubbstevne,2/4/2006,Norway
5912,Klubbstevne,3/8/2006,Norway
5913,Klubbstevne,4/29/2006,Norway
5914,Klubbstevne,5/3/2006,Norway
5915,Klubbstevne,8/5/2006,Norway
5916,Klubbstevne,8/12/2006,Norway
5917,Klubbstevne,9/30/2006,Norway
5918,Klubbstevne,10/14/2006,Norway
5919,Klubbstevne,10/18/2006,Norway
5920,Klubbstevne,10/22/2006,Norway
5921,Klubbstevne,10/23/2006,Norway
5922,Klubbstevne,10/28/2006,Norway
5923,Klubbstevne,11/25/2006,Norway
5924,Klubbstevne,12/1/2006,Norway
5925,Klubbstevne,12/9/2006,Norway
5926,Klubbstevne,12/16/2006,Norway
5927,Klubbstevne,12/27/2006,Norway
5928,Klubbstevne,1/6/2007,Norway
5929,Klubbstevne,2/9/2007,Norway
5930,Klubbstevne,2/10/2007,Norway
5931,Klubbstevne,2/17/2007,Norway
5932,Klubbstevne,2/24/2007,Norway
5933,Klubbstevne,3/17/2007,Norway
5934,Klubbstevne,3/23/2007,Norway
5935,Klubbstevne,4/14/2007,Norway
5936,Klubbstevne,4/21/2007,Norway
5937,Klubbstevne,4/28/2007,Norway
5938,Klubbstevne,8/17/2007,Norway
5939,Klubbstevne,9/5/2007,Norway
5940,Klubbstevne,10/27/2007,Norway
5941,Klubbstevne,11/10/2007,Norway
5942,Klubbstevne,12/1/2007,Norway
5943,Klubbstevne,12/15/2007,Norway
5944,Klubbstevne,12/22/2007,Norway
5945,Klubbstevne,1/12/2008,Norway
5946,Klubbstevne,1/23/2008,Norway
5947,Klubbstevne,4/25/2008,Norway
5948,Klubbstevne,4/26/2008,Norway
5949,Klubbstevne,5/28/2008,Norway
5950,Klubbstevne,6/4/2008,Norway
5951,Klubbstevne,6/7/2008,Norway
5952,Klubbstevne,8/23/2008,Norway
5953,Klubbstevne,9/27/2008,Norway
5954,Klubbstevne,11/7/2008,Norway
5955,Klubbstevne,11/15/2008,Norway
5956,Klubbstevne,11/24/2008,Norway
5957,Klubbstevne,12/12/2008,Norway
5958,Klubbstevne,12/13/2008,Norway
5959,Klubbstevne,1/10/2009,Norway
5960,Klubbstevne,1/22/2009,Norway
5961,Klubbstevne,2/13/2009,Norway
5962,Klubbstevne,4/2/2009,Norway
5963,Klubbstevne,5/30/2009,Norway
5964,Klubbstevne,6/20/2009,Norway
5965,Klubbstevne,8/22/2009,Norway
5966,Klubbstevne,9/21/2009,Norway
5967,Klubbstevne,9/26/2009,Norway
5968,Klubbstevne,10/3/2009,Norway
5969,Klubbstevne,12/2/2009,Norway
5970,Klubbstevne,12/9/2009,Norway
5971,Klubbstevne,12/12/2009,Norway
5972,Klubbstevne,12/13/2009,Norway
5973,Klubbstevne,12/19/2009,Norway
5974,Klubbstevne,12/30/2009,Norway
5975,Klubbstevne,1/16/2010,Norway
5976,Klubbstevne,3/5/2010,Norway
5977,Klubbstevne,3/13/2010,Norway
5978,Klubbstevne,3/24/2010,Norway
5979,Klubbstevne,4/17/2010,Norway
5980,Klubbstevne,4/23/2010,Norway
5981,Klubbstevne,4/24/2010,Norway
5982,Klubbstevne,4/26/2010,Norway
5983,Klubbstevne,4/28/2010,Norway
5984,Klubbstevne,5/8/2010,Norway
5985,Klubbstevne,5/12/2010,Norway
5986,Klubbstevne,5/14/2010,Norway
5987,Klubbstevne,5/15/2010,Norway
5988,Klubbstevne,6/16/2010,Norway
5989,Klubbstevne,7/3/2010,Norway
5990,Klubbstevne,7/28/2010,Norway
5991,Klubbstevne,8/9/2010,Norway
5992,Klubbstevne,8/18/2010,Norway
5993,Klubbstevne,8/30/2010,Norway
5994,Klubbstevne,9/4/2010,Norway
5995,Klubbstevne,9/11/2010,Norway
5996,Klubbstevne,9/17/2010,Norway
5997,Klubbstevne,9/22/2010,Norway
5998,Klubbstevne,9/25/2010,Norway
5999,Klubbstevne,10/27/2010,Norway
6000,Klubbstevne,11/23/2010,Norway
6001,Klubbstevne,11/27/2010,Norway
6002,Klubbstevne,12/11/2010,Norway
6003,Klubbstevne,12/18/2010,Norway
6004,Klubbstevne,1/15/2011,Norway
6005,Klubbstevne,2/7/2011,Norway
6006,Klubbstevne,2/26/2011,Norway
6007,Klubbstevne,2/28/2011,Norway
6008,Klubbstevne,4/13/2011,Norway
6009,Klubbstevne,5/6/2011,Norway
6010,Klubbstevne,5/14/2011,Norway
6011,Klubbstevne,5/21/2011,Norway
6012,Klubbstevne,5/25/2011,Norway
6013,Klubbstevne,6/13/2011,Norway
6014,Klubbstevne,7/15/2011,Norway
6015,Klubbstevne,8/20/2011,Norway
6016,Klubbstevne,9/2/2011,Norway
6017,Klubbstevne,9/3/2011,Norway
6018,Klubbstevne,9/7/2011,Norway
6019,Klubbstevne,9/15/2011,Norway
6020,Klubbstevne,9/24/2011,Norway
6021,Klubbstevne,10/15/2011,Norway
6022,Klubbstevne,10/19/2011,Norway
6023,Klubbstevne,11/26/2011,Norway
6024,Klubbstevne,12/9/2011,Norway
6025,Klubbstevne,12/10/2011,Norway
6026,Klubbstevne,1/14/2012,Norway
6027,Klubbstevne,1/28/2012,Norway
6028,Klubbstevne,3/16/2012,Norway
6029,Klubbstevne,4/8/2012,Norway
6030,Klubbstevne,4/11/2012,Norway
6031,Klubbstevne,4/14/2012,Norway
6032,Klubbstevne,4/18/2012,Norway
6033,Klubbstevne,4/20/2012,Norway
6034,Klubbstevne,4/25/2012,Norway
6035,Klubbstevne,6/16/2012,Norway
6036,Klubbstevne,6/20/2012,Norway
6037,Klubbstevne,6/29/2012,Norway
6038,Klubbstevne,8/4/2012,Norway
6039,Klubbstevne,9/1/2012,Norway
6040,Klubbstevne,9/8/2012,Norway
6041,Klubbstevne,9/22/2012,Norway
6042,klubbstevne,10/3/2012,Norway
6043,Klubbstevne,10/7/2012,Norway
6044,Klubbstevne,10/25/2012,Norway
6045,Klubbstevne,11/24/2012,Norway
6046,Klubbstevne,11/28/2012,Norway
6047,Klubbstevne,11/30/2012,Norway
6048,Klubbstevne,12/1/2012,Norway
6049,Klubbstevne,12/8/2012,Norway
6050,Klubbstevne,12/12/2012,Norway
6051,Klubbstevne,12/15/2012,Norway
6052,Klubbstevne,12/30/2012,Norway
6053,Klubbstevne,1/8/2013,Norway
6054,Klubbstevne,1/12/2013,Norway
6055,Klubbstevne,3/5/2013,Norway
6056,Klubbstevne,3/6/2013,Norway
6057,Klubbstevne,3/12/2013,Norway
6058,Klubbstevne,3/16/2013,Norway
6059,Klubbstevne,3/20/2013,Norway
6060,Klubbstevne,4/2/2013,Norway
6061,Klubbstevne,4/5/2013,Norway
6062,Klubbstevne,4/13/2013,Norway
6063,Klubbstevne,5/4/2013,Norway
6064,Klubbstevne,5/7/2013,Norway
6065,Klubbstevne,5/10/2013,Norway
6066,Klubbstevne,5/24/2013,Norway
6067,Klubbstevne,6/8/2013,Norway
6068,Klubbstevne,6/15/2013,Norway
6069,Klubbstevne,6/22/2013,Norway
6070,Klubbstevne,8/3/2013,Norway
6071,Klubbstevne,8/12/2013,Norway
6072,Klubbstevne,8/24/2013,Norway
6073,Klubbstevne,8/31/2013,Norway
6074,Klubbstevne,9/3/2013,Norway
6075,Klubbstevne,9/14/2013,Norway
6076,Klubbstevne,9/25/2013,Norway
6077,Klubbstevne,9/27/2013,Norway
6078,Klubbstevne,9/28/2013,Norway
6079,Klubbstevne,10/1/2013,Norway
6080,Klubbstevne,10/5/2013,Norway
6081,Klubbstevne,10/8/2013,Norway
6082,Klubbstevne,10/18/2013,Norway
6083,Klubbstevne,11/5/2013,Norway
6084,Klubbstevne,12/7/2013,Norway
6085,Klubbstevne,12/14/2013,Norway
6086,Klubbstevne,12/20/2013,Norway
6087,Klubbstevne,12/21/2013,Norway
6088,Klubbstevne,1/11/2014,Norway
6089,Klubbstevne,2/2/2014,Norway
6090,Klubbstevne,2/8/2014,Norway
6091,Klubbstevne,2/28/2014,Norway
6092,Klubbstevne,3/5/2014,Norway
6093,Klubbstevne,3/8/2014,Norway
6094,klubbstevne,3/15/2014,Norway
6095,Klubbstevne,3/23/2014,Norway
6096,Klubbstevne,4/5/2014,Norway
6097,Klubbstevne,4/12/2014,Norway
6098,Klubbstevne,4/13/2014,Norway
6099,Klubbstevne,4/16/2014,Norway
6100,Klubbstevne,5/11/2014,Norway
6101,Klubbstevne,5/23/2014,Norway
6102,Klubbstevne,5/24/2014,Norway
6103,Klubbstevne,6/14/2014,Norway
6104,Klubbstevne,6/28/2014,Norway
6105,Klubbstevne,7/1/2014,Norway
6106,Klubbstevne,7/6/2014,Norway
6107,Klubbstevne,8/13/2014,Norway
6108,Klubbstevne,8/16/2014,Norway
6109,Klubbstevne,8/23/2014,Norway
6110,Klubbstevne,9/2/2014,Norway
6111,Klubbstevne,9/13/2014,Norway
6112,Klubbstevne,9/24/2014,Norway
6113,Klubbstevne,9/25/2014,Norway
6114,Klubbstevne,9/26/2014,Norway
6115,Klubbstevne,10/4/2014,Norway
6116,Klubbstevne,10/15/2014,Norway
6117,Klubbstevne,11/4/2014,Norway
6118,Klubbstevne,12/3/2014,Norway
6119,Klubbstevne,12/6/2014,Norway
6120,Klubbstevne,12/13/2014,Norway
6121,Klubbstevne,1/17/2015,Norway
6122,Klubbstevne,2/21/2015,Norway
6123,Klubbstevne,2/28/2015,Norway
6124,Klubbstevne,3/3/2015,Norway
6125,klubbstevne,3/7/2015,Norway
6126,Klubbstevne,3/18/2015,Norway
6127,Klubbstevne,4/4/2015,Norway
6128,Klubbstevne,4/11/2015,Norway
6129,Klubbstevne,4/12/2015,Norway
6130,Klubbstevne,4/15/2015,Norway
6131,Klubbstevne,4/22/2015,Norway
6132,Klubbstevne,5/5/2015,Norway
6133,Klubbstevne,5/13/2015,Norway
6134,Klubbstevne,5/27/2015,Norway
6135,Klubbstevne,5/29/2015,Norway
6136,Klubbstevne,6/6/2015,Norway
6137,Klubbstevne,6/8/2015,Norway
6138,Klubbstevne,6/13/2015,Norway
6139,Klubbstevne,6/27/2015,Norway
6140,Klubbstevne,7/7/2015,Norway
6141,Klubbstevne,8/8/2015,Norway
6142,Klubbstevne,9/5/2015,Norway
6143,Klubbstevne,9/12/2015,Norway
6144,Klubbstevne,9/19/2015,Norway
6145,Klubbstevne,9/24/2015,Norway
6146,Klubbstevne,9/26/2015,Norway
6147,Klubbstevne,9/30/2015,Norway
6148,Klubbstevne,10/3/2015,Norway
6149,Klubbstevne,10/6/2015,Norway
6150,Klubbstevne,10/9/2015,Norway
6151,Klubbstevne,10/10/2015,Norway
6152,Klubbstevne,11/4/2015,Norway
6153,Klubbstevne,11/21/2015,Norway
6154,Klubbstevne,11/23/2015,Norway
6155,Klubbstevne,12/5/2015,Norway
6156,Klubbstevne,12/6/2015,Norway
6157,Klubbstevne,12/12/2015,Norway
6158,Klubbstevne,12/19/2015,Norway
6159,Klubbstevne,1/15/2016,Norway
6160,Klubbstevne,2/2/2016,Norway
6161,Klubbstevne,2/20/2016,Norway
6162,Klubbstevne,2/24/2016,Norway
6163,Klubbstevne,2/26/2016,Norway
6164,Klubbstevne,3/5/2016,Norway
6165,Klubbstevne,3/12/2016,Norway
6166,Klubbstevne,3/15/2016,Norway
6167,Klubbstevne,3/16/2016,Norway
6168,Klubbstevne,4/1/2016,Norway
6169,Klubbstevne,4/5/2016,Norway
6170,Klubbstevne,4/7/2016,Norway
6171,Klubbstevne,4/9/2016,Norway
6172,Klubbstevne,4/16/2016,Norway
6173,Klubbstevne,4/20/2016,Norway
6174,Klubbstevne,5/3/2016,Norway
6175,klubbstevne,5/7/2016,Norway
6176,Klubbstevne,5/27/2016,Norway
6177,Klubbstevne,5/28/2016,Norway
6178,Klubbstevne,6/13/2016,Norway
6179,Klubbstevne,8/8/2016,Norway
6180,Klubbstevne,8/20/2016,Norway
6181,Klubbstevne,8/21/2016,Norway
6182,Klubbstevne,8/24/2016,Norway
6183,Klubbstevne,9/23/2016,Norway
6184,Klubbstevne,9/24/2016,Norway
6185,Klubbstevne,10/1/2016,Norway
6186,Klubbstevne,10/8/2016,Norway
6187,Klubbstevne,1/7/2017,Norway
6188,Klubbstevne,1/20/2017,Norway
6189,Klubbstevne,2/10/2017,Norway
6190,Klubbstevne,2/25/2017,Norway
6191,Klubbstevne,3/6/2017,Norway
6192,Klubbstevne,3/10/2017,Norway
6193,Klubbstevne,3/11/2017,Norway
6194,Klubbstevne,3/12/2017,Norway
6195,Klubbstevne,3/15/2017,Norway
6196,Klubbstevne,3/27/2017,Norway
6197,Klubbstevne,4/1/2017,Norway
6198,Klubbstevne,4/8/2017,Norway
6199,Klubbstevne,4/21/2017,Norway
6200,Klubbstevne,4/22/2017,Norway
6201,Klubbstevne,5/13/2017,Norway
6202,Klubbstevne,5/20/2017,Norway
6203,Klubbstevne,6/3/2017,Norway
6204,Klubbstevne,6/5/2017,Norway
6205,Klubbstevne,6/10/2017,Norway
6206,Klubbstevne,6/14/2017,Norway
6207,Klubbstevne,6/17/2017,Norway
6208,Klubbstevne,6/24/2017,Norway
6209,Klubbstevne,8/18/2017,Norway
6210,Klubbstevne,9/18/2017,Norway
6211,Klubbstevne,9/20/2017,Norway
6212,Klubbstevne,9/22/2017,Norway
6213,Klubbstevne,10/2/2017,Norway
6214,Klubbstevne,10/7/2017,Norway
6215,Klubbstevne,1/13/2018,Norway
6216,Klubbstevne,1/15/2018,Norway
6217,Klubbstevne,1/19/2018,Norway
6218,Klubbstevne,1/26/2018,Norway
6219,Klubbstevne,2/3/2018,Norway
6220,Klubbstevne,2/9/2018,Norway
6221,Klubbstevne,2/14/2018,Norway
6222,Klubbstevne,2/24/2018,Norway
6223,Klubbstevne,3/2/2018,Norway
6224,Klubbstevne,3/3/2018,Norway
6225,Klubbstevne,3/17/2018,Norway
6226,Klubbstevne,4/2/2018,Norway
6227,Klubbstevne,4/6/2018,Norway
6228,Klubbstevne,4/11/2018,Norway
6229,Klubbstevne,4/21/2018,Norway
6230,Klubbstevne,5/12/2018,Norway
6231,Klubbstevne,5/19/2018,Norway
6232,Klubbstevne,6/9/2018,Norway
6233,Klubbstevne,6/16/2018,Norway
6234,Klubbstevne,6/22/2018,Norway
6235,Klubbstevne,8/6/2018,Norway
6236,Klubbstevne,8/11/2018,Norway
6237,Klubbstevne,8/25/2018,Norway
6238,Klubbstevne,9/18/2018,Norway
6239,Klubbstevne,9/21/2018,Norway
6240,Klubbstevne,9/28/2018,Norway
6241,Klubbstevne,9/29/2018,Norway
6242,Klubbstevne,10/6/2018,Norway
6243,Klubbstevne,10/17/2018,Norway
6244,Klubbstevne,10/20/2018,Norway
6245,Klubbstevne,11/3/2018,Norway
6246,Klubbstevne,11/5/2018,Norway
6247,Klubbstevne,11/16/2018,Norway
6248,Klubbstevne,11/24/2018,Norway
6249,Klubbstevne,11/28/2018,Norway
6250,Klubbstevne,12/3/2018,Norway
6251,Klubbstevne,12/8/2018,Norway
6252,Klubbstevne,12/15/2018,Norway
6253,Klubbstevne,12/21/2018,Norway
6254,Klubbstevne benk og styrkeløft,2/20/2016,Norway
6255,Klubbstevne benk og styrkeløft,8/27/2016,Norway
6256,Klubbstevne benk og styrkeløft,2/18/2017,Norway
6257,Klubbstevne benk og styrkeløft,5/6/2017,Norway
6258,klubbstevne benkpress/styrkeløft,11/30/2013,Norway
6259,Klubbstevne benkpress/styrkeløft,4/25/2015,Norway
6260,Klubbstevne benkpress/styrkeløft,8/4/2015,Norway
6261,Klubbstevne benkpress/styrkeløft,11/21/2015,Norway
6262,Klubbstevne benkpress/styrkeløft,12/1/2015,Norway
6263,Klubbstevne benkpress/styrkeløftklubb,12/3/2013,Norway
6264,Klubbstevne i benkpress og styrkeløft,5/5/2017,Norway
6265,Klubbstevne i styrkeløft og benkpress,4/11/2016,Norway
6266,Klubbstevne klassisk,12/8/2012,Norway
6267,Klubbstevne styrkeløft,3/15/2014,Norway
6268,Klubbstevne styrkeløft,11/1/2015,Norway
6269,Klubbstevne styrkeløft/benkpress,1/26/2013,Norway
6270,Klubbstevne Styrkeløft/benkpress,1/18/2014,Norway
6271,Klubbstevne styrkeløft/benkpress,4/5/2014,Norway
6272,Klubbstevne styrkeløft/benkpress,9/27/2014,Norway
6273,Klubbstevne styrkeløft/benkpress,11/29/2014,Norway
6274,Klubbstevne utstyrsfritt,3/7/2015,Norway
6275,Klubbtävling i klassiskt styrkelyft,2/15/2014,Finland
6276,Klubbtävling i klassiskt styrkelyft,12/7/2014,Finland
6277,Klubbtävling i styrkelyft,12/7/2014,Finland
6278,Klubbtävling klassisk styrkelyft,11/12/2016,Finland
6279,Klubbtävling klassiskt styrkelyft,2/3/2018,Finland
6280,KM,5/5/1974,Norway
6281,KM,5/7/1982,Norway
6282,KM,5/29/1982,Norway
6283,KM,5/23/1987,Norway
6284,KM,4/27/1991,Norway
6285,KM,5/25/1991,Norway
6286,KM,6/1/1991,Norway
6287,KM,4/30/1995,Norway
6288,KM,5/5/1996,Norway
6289,KM,5/3/1997,Norway
6290,KM,4/25/1998,Norway
6291,KM,5/12/2001,Norway
6292,KM,5/19/2001,Norway
6293,KM,5/26/2001,Norway
6294,KM,6/2/2001,Norway
6295,KM,6/9/2001,Norway
6296,KM,8/1/2001,Norway
6297,KM,1/31/2004,Norway
6298,KM,5/8/2004,Norway
6299,KM,5/15/2004,Norway
6300,KM,5/22/2004,Norway
6301,KM,5/29/2004,Norway
6302,KM,1/15/2005,Norway
6303,KM,1/29/2005,Norway
6304,KM,3/26/2005,Norway
6305,KM,6/18/2005,Norway
6306,KM,2/4/2006,Norway
6307,KM,5/13/2006,Norway
6308,KM,5/20/2006,Norway
6309,KM,1/20/2007,Norway
6310,KM,2/10/2007,Norway
6311,KM,3/17/2007,Norway
6312,KM,3/24/2007,Norway
6313,KM,5/12/2007,Norway
6314,KM Østfold,12/21/1974,Norway
6315,KM Østfold,5/26/1991,Norway
6316,KM Benk og 3-løft,6/16/2001,Norway
6317,KM Benkpress,6/21/2003,Norway
6318,KM Benkpress,6/26/2004,Norway
6319,KM benkpress,5/28/2005,Norway
6320,KM benkpress,1/20/2007,Norway
6321,KM Hedmark - Oppland,5/16/1998,Norway
6322,KM Lag,10/18/2003,Norway
6323,KM Nordland,6/6/1998,Norway
6324,KM Oslo,5/23/1982,Norway
6325,KM Oslo-Akershus,6/6/1998,Norway
6326,KM Oslo-Akershus,6/5/1999,Norway
6327,KM styrkeløft,3/25/2006,Norway
6328,KM Trønderlag,5/2/1998,Norway
6329,KM Trønderlag,9/16/2006,Norway
6330,KM Ungdom og junior,5/16/1982,Norway
6331,KM Vestfold,1/29/2005,Norway
6332,KM-Benkpress,12/18/2004,Norway
6333,KM-Lag,10/23/2004,Norway
6334,Knight Invitational Meet,2/7/2019,USA
6335,KOGYM Back Yard Brawl,7/28/2018,USA
6336,KOGYM March Max Madness,3/31/2018,USA
6337,Kountze Boys,2/12/2015,USA
6338,Kountze Meet,1/19/2012,USA
6339,Kountze Meet,2/13/2014,USA
6340,Kountze Powerlifting Meet,2/7/2013,USA
6341,KPC Halloween Havoc,10/27/2018,USA
6342,Kraftlyftingamót í Æfingastöðinni,7/3/1987,Iceland
6343,Kraftlyftingamót í Æfingastöðinni,7/18/1987,Iceland
6344,Kraftlyftingamót í Æfingastöðinni,9/26/1987,Iceland
6345,Kraftlyftingamót í Æfingastöðinni,5/28/1988,Iceland
6346,Kraftlyftingamót í Æfingastöðinni,12/22/1988,Iceland
6347,Kraftlyftingamót í Æfingastöðinni,4/8/1989,Iceland
6348,Kraftlyftingamót í göngugötunni,8/18/1987,Iceland
6349,Kraftlyftingamót ÍBV,10/7/1978,Iceland
6350,Kraftlyftingamót ÍBV,4/30/1983,Iceland
6351,Kraftlyftingamót KR,12/15/1978,Iceland
6352,Kraftlyftingamót KR,12/19/1981,Iceland
6353,Krampus Classic,12/8/2018,USA
6354,Krets/lagserie,10/25/1991,Norway
6355,Kretscup,10/18/2003,Norway
6356,Kretsmesterskap,6/15/1974,Norway
6357,Kretsmesterskap,5/25/1991,Norway
6358,Kretsmesterskap,3/25/2000,Norway
